Post ID,POST,Share Count,comment id,TEXT,data__comments__data__like_count,data__comments__paging__cursors__before,data__comments__paging__cursors__after,paging__cursors__before,paging__cursors__after,paging__next,data__comments__data__live_broadcast_timestamp,data__sharedposts__data__id,data__sharedposts__data__name,data__sharedposts__paging__cursors__before,data__sharedposts__paging__cursors__after,data__sharedposts__paging__next,data__comments__paging__next,data__comments__data__reactions__data__id,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - photo view,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - photo view,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - report_spam_clicks,Lifetime Negative Feedback by Type - hide_all_clicks,Lifetime Negative Feedback by Type - hide_clicks,Lifetime Negative Feedback by Type - report_spam_clicks
,,,160322355598378_160347445595869,Akiré D Becker,0,,,,,,,,,,,,,,8846,8846,0,12186,12186,0,194,120,152,4,4,9619,6941,0,0,158,0,0,0,0,0,0,0,0,0,0,27,77,3,28,78,4,83,47,,,105,47,,,3,1,,3,1,
,,,160322355598378_160355015595112,PaOlitha Diaz,0,,,,,,,,,,,,,,6777,6777,0,9495,9495,0,146,77,101,3,3,8159,5792,0,0,123,0,0,0,0,0,0,0,0,0,0,22,73,2,23,79,2,41,38,,,60,41,,,1,2,,1,2,
,,,160322355598378_160357065594907,"Muy amables, gracias",0,,,,,,,,,,,,,,7477,7477,0,10565,10565,0,150,111,139,2,2,9568,6769,0,0,136,0,0,0,0,0,0,0,0,0,0,14,47,1,15,48,2,77,43,,,93,46,,,,2,,,2,
,,,160322355598378_160361498927797,Adam Sandoval,0,,,,,,,,,,,,,,7919,7919,0,10988,10988,0,148,109,126,10,10,8374,6264,0,0,93,0,0,0,0,0,0,0,0,0,0,12,47,,13,49,,86,26,,,100,26,,,2,8,,2,8,
,,,160322355598378_160373068926640,Una pregunta disculpen abian dicho que el día 21 se iba a publicar el turno delos de primer ingreso a ora será la hasta el día 27,0,,,,,,,,,,,,,,5992,5992,0,8221,8221,0,88,51,65,1,1,6934,5122,0,0,74,0,0,0,0,0,0,0,0,0,0,15,39,1,15,40,2,24,31,,,30,35,,,1,,,1,,
,,,160322355598378_160373225593291,Pero como los que ya los inscribimos y ta isimos el pago tendremos que volverlos a inscribir,0,,,,,,,,,,,,,,9447,9447,0,12960,12960,0,300,180,210,8,8,10202,7480,0,0,230,0,0,0,0,0,0,0,0,0,0,19,140,1,21,143,2,62,125,,,77,133,,,6,2,,6,2,
,,,160322355598378_160610472236233,Martha Núñez,1,,,,,,,,,,,,,,5750,5750,0,7917,7917,0,86,50,61,1,1,6813,4734,0,0,78,0,0,0,0,0,0,0,0,0,0,12,39,,12,41,,32,20,,,41,20,,,1,,,1,,
,,,160322355598378_160615682235712,Disculpé yo aún no entregó la oja de asignación xq no la tenía q día puedo entregarla,0,,,,,,,,,,,,,,20534,20534,0,27558,27558,0,831,605,723,13,13,17628,12941,0,0,561,0,0,0,0,0,0,0,0,0,0,52,298,5,54,308,10,192,449,,,236,487,,,10,3,,10,3,
,,,160322355598378_160861895544424,Marivel Mellado,0,,,,,,,,,,,,,,7119,7119,0,10171,10171,0,87,62,86,4,4,9318,6487,0,0,72,0,0,0,0,0,0,0,0,0,0,6,31,,8,33,,32,9,33,,43,9,34,,3,1,,3,1,
,,,160322355598378_160922185538395,Buenos días me podrían informar cuando hay inscripciones? Me comentaron q hoy 20 de julio pero no avia nadie.,0,,,,,,,,,,,,,,3309,3309,0,4712,4712,0,82,48,65,2,3,3631,2518,0,0,71,0,0,0,0,0,0,0,0,0,0,16,48,4,16,48,4,24,28,,,35,30,,,3,,,2,,
,,,160322355598378_161258032171477,,0,,,,,,,,,,,,,,10059,10059,0,13860,13860,0,352,218,263,15,15,10629,7626,0,0,290,0,0,0,0,0,0,0,0,0,0,22,154,3,24,156,3,111,119,,,139,124,,,14,1,,14,1,
,,,160322355598378_161491188814828,Hola buen día para los que ta i escribimos tendremos que pasar hoy alas institución para llenar algún documento,0,,,,,,,,,,,,,,13220,13220,0,18320,18320,0,485,285,348,7,7,12177,8594,0,0,390,0,0,0,0,0,0,0,0,0,0,62,223,7,62,226,10,148,161,,,174,174,,,1,6,,1,6,
,,,160322355598378_161526152144665,Ale ,0,,,,,,,,,,,,,,9144,9144,0,13084,13084,0,114,69,89,2,2,11079,7707,0,0,101,0,0,0,0,0,0,0,0,0,0,18,50,4,18,50,4,41,31,,,51,38,,,1,1,,1,1,
,,,160322355598378_162094132087867,Buen día yo tengo una situación con mi hijo me gustaría por favor que me pudieran decir como puedo comunicarme con algún encargado en la escuela la dirección o algún numero donde me pueda comunicar no se si la escuela este abierta y puedo uno ir agradecería mucho que me dieran respuesta ..,0,,,,,,,,,,,,,,8595,8595,0,12335,12335,0,131,82,98,2,2,10461,7319,0,0,115,0,0,0,0,0,0,0,0,0,0,15,53,2,17,53,3,28,56,,,35,63,,,1,1,,1,1,
,,,160322355598378_163009688662978,Se sabe si se va a entrar el día 10 de agosto a clases,0,,,,,,,,,,,,,,9250,9250,0,12952,12952,0,195,113,144,2,2,10076,7254,0,0,172,0,0,0,0,0,0,0,0,0,0,31,85,7,31,86,8,74,46,,,98,46,,,2,,,2,,
,,,160322355598378_176742110623069,No se cual es el correo del profe,0,,,,,,,,,,,,,,8145,8145,0,11133,11133,0,264,188,236,5,6,9490,6983,0,0,246,0,0,0,0,0,0,0,0,0,0,17,94,3,19,95,3,118,84,,,146,90,,,5,1,,4,1,
,,,160322355598378_176742157289731,De primero G,0,,,,,,,,,,,,,,7109,7109,0,9976,9976,0,111,69,85,1,1,7842,5690,0,0,90,0,0,0,0,0,0,0,0,0,0,23,41,1,23,42,2,33,37,,,45,40,,,1,,,1,,
109037004060247_160085802288700,22 de julio de 2020\nPublicación de las lista de nuevo ingreso (grupos de primer grado),27,160085802288700_160086935621920,Disculpe es que no le entiendo al número para ir a pagar de segundo grado el número de la cuenta,0,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFl3TURnMk9UTTFOakl4T1RJd09qRTFPVFV3TVRJek5qYz0ZD,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFl4TlRjNE1EUXlNVE01TkRjMk9qRTFPVFUwTkRZANU16ST0ZD,,,,,,,,,,,,6790,6790,0,9482,9482,0,115,81,115,2,2,8213,5897,0,0,108,0,0,0,0,0,0,0,0,0,0,15,44,1,16,46,1,46,43,,,70,45,,,1,1,,1,1,
,,,160085802288700_160088298955117,Ake hora será,0,,,,,,,,,,,,,,7387,7387,0,10043,10043,0,97,58,75,3,3,8323,6039,0,0,85,0,0,0,0,0,0,0,0,0,0,14,49,,14,50,,37,25,,,48,27,,,2,1,,2,1,
,,,160085802288700_160089652288315,Por este medio será?,0,,,,,,,,,,,,,,8848,8848,0,12285,12285,0,199,147,194,6,6,10602,7628,0,0,171,0,0,0,0,0,0,0,0,0,0,21,61,4,24,63,4,97,56,,,132,62,,,5,1,,5,1,
,,,160085802288700_160091262288154,Buenas tardes. Las listas incluirán el turno? 🤗,0,,,,,,,,,,,,,,16515,16515,0,23173,23173,0,534,330,399,9,9,16437,11831,0,0,428,0,0,0,0,0,0,0,0,0,0,56,241,3,59,245,4,160,201,,,184,215,,,7,2,,7,2,
,,,160085802288700_160092478954699,PaOlitha,0,,,,,,,,,,,,,,6790,6790,0,9669,9669,0,97,49,55,5,5,8334,5899,0,0,90,0,0,0,0,0,0,0,0,0,0,14,56,2,14,58,2,23,26,,,25,30,,,2,3,,2,3,
,,,160085802288700_160098148954132,Hola buenas tardes y también vendrá en que turno les tocó,0,,,,,,,,,,,,,,9152,9152,0,12480,12480,0,241,144,158,5,5,9617,7052,0,0,201,0,0,0,0,0,0,0,0,0,0,26,111,1,26,113,1,44,104,,,53,105,,,1,4,,1,4,
,,,160085802288700_160099932287287,Hola,0,,,,,,,,,,,,,,7017,7017,0,9970,9970,0,98,59,75,3,3,8580,6126,0,0,84,0,0,0,0,0,0,0,0,0,0,15,47,,15,47,,36,26,,,48,27,,,2,1,,2,1,
,,,160085802288700_160113688952578,Araceli Salazar,0,,,,,,,,,,,,,,8493,8493,0,11840,11840,0,161,89,104,6,6,9925,7038,0,0,131,0,0,0,0,0,0,0,0,0,0,24,76,2,26,77,2,44,46,,,54,50,,,4,2,,4,2,
,,,160085802288700_160115605619053,Una disculpa cuando son las fichas para el ingreso de tercer grado me podria decir x fabor,0,,,,,,,,,,,,,,10187,10187,0,14117,14117,0,181,106,121,5,5,11397,8246,0,0,149,0,0,0,0,0,0,0,0,0,0,30,82,1,30,82,2,43,63,,,52,69,,,2,3,,2,3,
,,,160085802288700_160120175618596,Gracias por avisar,0,,,,,,,,,,,,,,11519,11519,0,15681,15681,0,310,190,218,4,4,13373,9693,0,0,267,0,0,0,0,0,0,0,0,0,0,29,147,2,29,147,2,74,124,,,90,128,,,2,2,,2,2,
,,,160085802288700_160127438951203,"Entoces el 20si tenemos que prestarnos los de nuevo ingreso como dice la convocatoria que publicaron, o ya todos los que llevamos los documentos y realizamos el pago y ya entregamos todo eso con ustedes hay que presentarse ",0,,,,,,,,,,,,,,7144,7144,0,9779,9779,0,229,172,209,4,4,8605,6275,0,0,207,0,0,0,0,0,0,0,0,0,0,18,69,1,19,69,2,50,133,,,66,143,,,1,3,,1,3,
,,,160085802288700_160127695617844,"O esos ya no avísenos por favor, por qué ya nos revolvieron con las publicaciones que hacen☹️",1,,,,,,,,,,,,,,6862,6862,0,9057,9057,0,104,65,94,3,3,7933,5967,0,0,90,0,0,0,0,0,0,0,0,0,0,18,47,1,20,47,1,33,34,,,55,39,,,,3,,,3,
,,,160085802288700_160132495617364,"Buenas tardes, y los que estaban en lista de espera, cuál será el procedimiento",0,,,,,,,,,,,,,,6769,6769,0,9088,9088,0,173,116,142,3,3,7838,5747,0,0,139,0,0,0,0,0,0,0,0,0,0,16,63,,17,66,,78,52,,,88,54,,,1,2,,1,2,
,,,160085802288700_160134192283861,Lista de utiles ✌,0,,,,,,,,,,,,,,3423,3423,0,4733,4733,0,115,64,83,0,0,3710,2616,0,0,101,0,0,0,0,0,0,0,0,0,0,16,61,,16,61,,32,36,,,43,40,,,,,,,,
,,,160085802288700_160134915617122,Mari Perez De Noriega,1,,,,,,,,,,,,,,5865,5865,0,8032,8032,0,89,65,82,4,4,7168,5251,0,0,82,0,0,0,0,0,0,0,0,0,0,6,28,,6,29,,34,32,,,46,36,,,3,1,,3,1,
,,,160085802288700_160163788947568,Disculpen cuando serían las inscripciones de segundo grado,1,,,,,,,,,,,,,,8040,8040,0,11561,11561,0,120,70,87,4,4,9732,6892,0,0,109,0,0,0,0,0,0,0,0,0,0,18,56,1,19,57,1,32,42,,,44,43,,,1,3,,1,3,
,,,160085802288700_160166388947308,Del 27 al 30,0,,,,,,,,,,,,,,19335,19335,0,26625,26625,0,879,632,804,12,13,17283,12544,0,0,441,0,0,0,0,0,0,0,0,0,0,52,290,20,54,299,24,403,264,,,529,275,,,6,7,,5,7,
,,,160085802288700_160166445613969,Se les avisara la proxima semana,0,,,,,,,,,,,,,,1526,1526,0,2195,2195,0,23,11,17,1,1,1819,1240,0,0,17,0,0,0,0,0,0,0,0,0,0,3,14,,3,14,,8,4,,,13,4,,,,1,,,1,
,,,160085802288700_160166522280628,El procedimiento,0,,,,,,,,,,,,,,11874,11874,0,16974,16974,0,337,242,353,4,4,10136,7258,0,0,209,0,0,0,0,0,0,0,0,0,0,44,114,2,48,117,3,156,52,62,,208,60,85,,4,,,4,,
,,,160085802288700_160180932279187,Se publican aquí o hay que asistir a la escuela?,0,,,,,,,,,,,,,,8316,8316,0,11652,11652,0,199,111,126,5,5,9669,7017,0,0,161,0,0,0,0,0,0,0,0,0,0,21,96,2,22,99,3,60,53,1,,69,56,1,,2,3,,2,3,
,,,160085802288700_160310712266209,Como vamos a saber de nuestros hijos en que turno van a estar. Si fueran tan amables de decirnos..,1,,,,,,,,,,,,,,9402,9402,0,13071,13071,0,205,155,188,5,5,10285,7398,0,0,148,0,0,0,0,0,0,0,0,0,0,16,68,2,18,69,2,98,62,,,121,67,,,1,4,,1,4,
,,,160085802288700_160388705591743,,1,,,,,,,,,,,,,,5715,5715,0,8065,8065,0,82,41,46,6,6,7231,4991,0,0,69,0,0,0,0,0,0,0,0,0,0,12,41,,13,42,,25,18,,,26,20,,,4,2,,4,2,
,,,160085802288700_160969448867002,Tendremos que pasar el 22 ala institución para que nos digan en que turno les toca a nuestros hijos,0,,,,,,,,,,,,,,99852,9246,93360,151243,13048,138195,1173,948,1194,8,10,21475,10299,10850,3428,313,0,0,0,0,0,0,0,0,0,0,34,256,7,37,259,8,446,167,417,,515,196,483,,4,2,4,3,2,4
,,,160085802288700_161578042139476,Ya sabemos que turno nos tocó aora que eslo que ay que aser,0,,,,,,,,,,,,,,19628,19628,0,26702,26702,0,956,721,836,16,17,19672,14720,0,0,803,0,0,0,0,0,0,0,0,0,0,66,317,6,69,325,7,190,585,,,232,604,,,8,9,,7,9,
109037004060247_158035072493773,Hasta siempre.,70,158035072493773_158035959160351,Qué descanse en paz así sea amén,0,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFU0TURNMU9UVTVNVFl3TXpVeE9qRTFPVFEwTXpJeU1EUT0ZD,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFkyTURrMU5ERXhOamczTnpNNU9qRTFPVFk0TkRZAeE56ZAz0ZD,,,,,,,,,,,,11809,11809,0,16606,16606,0,316,179,247,7,7,11871,8586,0,0,230,0,0,0,0,0,0,0,0,0,0,56,158,6,56,160,6,114,87,,,156,91,,,2,5,,2,5,
,,,158035072493773_158036395826974,Descanse en paz,0,,,,,,,,,,,,,,10049,10049,0,13694,13694,0,218,139,185,5,5,10656,7818,0,0,180,0,0,0,0,0,0,0,0,0,0,28,105,5,28,110,7,80,72,,,106,79,,,2,3,,2,3,
,,,158035072493773_158037062493574,Descanse en paz....,0,,,,,,,,,,,,,,8336,8336,0,11821,11821,0,135,82,97,3,3,9335,6674,0,0,108,0,0,0,0,0,0,0,0,0,0,22,63,,24,66,,40,47,,,49,48,,,,3,,,3,
,,,158035072493773_158037889160158,Que en paz descanse🙏,0,,,,,,,,,,,,,,9520,9520,0,13312,13312,0,142,86,136,5,5,10851,7817,0,0,108,0,0,0,0,0,0,0,0,0,0,16,54,,19,54,,31,61,,,60,76,,,4,1,,4,1,
,,,158035072493773_158038379160109,Que triste noticia 😔 Descanse en paz querido profesor...,0,,,,,,,,,,,,,,10904,10904,0,15186,15186,0,250,182,226,9,9,12572,8964,0,0,210,0,0,0,0,0,0,0,0,0,0,21,68,3,22,69,3,55,142,,,78,148,,,5,4,,5,4,
,,,158035072493773_158039382493342,Mely González y Rosa Fonseca hagamos por nuestro maestro una oración. 2 en la misma semana 😭😭,0,,,,,,,,,,,,,,9054,9054,0,12591,12591,0,120,84,103,4,4,10582,7640,0,0,99,0,0,0,0,0,0,0,0,0,0,12,51,2,12,53,3,53,34,,,67,36,,,4,,,4,,
,,,158035072493773_158047879159159,Descanse en paz,0,,,,,,,,,,,,,,10197,10197,0,13843,13843,0,244,136,158,2,2,10561,7628,0,0,195,0,0,0,0,0,0,0,0,0,0,32,108,2,33,109,2,55,89,,,64,94,,,1,1,,1,1,
,,,158035072493773_158051282492152,En paz descansé ,0,,,,,,,,,,,,,,7866,7866,0,10698,10698,0,112,65,72,7,8,9204,6764,0,0,89,0,0,0,0,0,0,0,0,0,0,12,52,1,12,53,1,42,24,,,47,25,,,6,2,,5,2,
,,,158035072493773_158068712490409,Descanse en paz apreciable Maestro y compañero de trabajo.,0,,,,,,,,,,,,,,7907,7907,0,10849,10849,0,139,94,115,0,0,9368,6795,0,0,118,0,0,0,0,0,0,0,0,0,0,14,50,,15,51,,43,57,,,51,64,,,,,,,,
,,,158035072493773_158069742490306,Que descanse en paz el profe Gaspar,0,,,,,,,,,,,,,,14471,14471,0,20638,20638,0,483,281,334,10,10,13250,9592,0,0,372,0,0,0,0,0,0,0,0,0,0,62,227,2,63,233,2,131,167,,,161,173,,,6,4,,6,4,
,,,158035072493773_158075022489778,"Mi mas sinceras condolencias para su familia, un gran maestro",0,,,,,,,,,,,,,,7590,7590,0,10404,10404,0,124,64,73,5,5,8461,6023,0,0,108,0,0,0,0,0,0,0,0,0,0,12,66,1,12,67,1,30,37,,,34,39,,,3,2,,3,2,
,,,158035072493773_158075199156427,"En paz descanse, así sea amén.",1,,,,,,,,,,,,,,10722,10722,0,14537,14537,0,251,174,192,5,5,12202,8761,0,0,217,0,0,0,0,0,0,0,0,0,0,15,82,3,17,82,3,38,142,,,46,146,,,2,3,,2,3,
,,,158035072493773_158077739156173,Descance en paz maestro Gaspar!! Mis más sinceras condolencias para toda su familia.,0,,,,,,,,,,,,,,11022,11022,0,14906,14906,0,362,201,230,6,6,12695,9196,0,0,320,0,0,0,0,0,0,0,0,0,0,29,185,2,30,190,2,69,138,,,82,148,,,3,3,,3,3,
,,,158035072493773_158083775822236,Tengo bonitos recuerdos,0,,,,,,,,,,,,,,3126,3126,0,4281,4281,0,94,77,113,2,2,3815,2761,0,0,86,0,0,0,0,627,670,0,0,0,1053526,,24,1,,24,1,75,5,,,108,5,,,,2,,,2,
,,,158035072493773_158099819153965,Luz y pronto consuelo a su familia .Descanse en paz .mi muy querido profesor Gaspar .,0,,,,,,,,,,,,,,10857,10857,0,14768,14768,0,340,218,260,7,7,11958,8718,0,0,290,0,0,0,0,0,0,0,0,0,0,24,157,1,24,160,2,101,134,,,119,141,,,3,4,,3,4,
,,,158035072493773_158188502478430,Descansé en paz,0,,,,,,,,,,,,,,6556,6556,0,9050,9050,0,163,92,121,3,3,7276,5266,0,0,133,0,0,0,0,0,0,0,0,0,0,16,81,,17,83,,40,59,,,52,69,,,2,1,,2,1,
,,,158035072493773_158221345808479,Descanse en paz,0,,,,,,,,,,,,,,27918,27918,0,38683,38683,0,1661,1251,1645,22,22,25691,19093,0,0,1178,0,0,0,0,0,0,0,0,0,0,99,564,10,105,590,10,513,889,,,680,965,,,12,10,,12,10,
,,,158035072493773_158303475800266,,0,,,,,,,,,,,,,,8334,8334,0,11461,11461,0,154,99,107,3,3,10425,7538,0,0,142,0,0,0,0,0,0,0,0,0,0,8,61,,8,62,,30,73,,,34,73,,,,3,,,3,
,,,158035072493773_158304349133512,Misión Cumplida...!!!!!! Hasta SIEMPRE...!!!!!,0,,,,,,,,,,,,,,9887,9887,0,13299,13299,0,229,112,147,5,5,11307,8348,0,0,198,0,0,0,0,0,0,0,0,0,0,18,132,2,20,132,3,54,67,,,75,72,,,1,4,,1,4,
,,,158035072493773_158343402462940,Hola prima,0,,,,,,,,,,,,,,8527,8527,0,11430,11430,0,146,86,106,3,3,9649,7116,0,0,128,0,0,0,0,0,0,0,0,0,0,20,62,1,20,63,1,48,44,,,59,47,,,1,2,,1,2,
,,,158035072493773_158359252461355,Un gran Profesor de mi generación en la ETA #16,0,,,,,,,,,,,,,,8005,8005,0,10816,10816,0,161,98,131,4,5,9125,6811,0,0,128,0,0,0,0,0,0,0,0,0,0,19,77,1,20,78,1,49,60,,,70,61,,,1,4,,1,3,
,,,158035072493773_158395365791077,DESCANSE EN PAZ ... !!! 🕊️🕊️ EXCELENTE PROFESOR... ETA #16,0,,,,,,,,,,,,,,10309,10309,0,14379,14379,0,344,212,239,1,1,11377,7984,0,0,301,0,0,0,0,0,0,0,0,0,0,27,155,,32,158,,81,141,,,90,149,,,1,,,1,,
,,,158035072493773_159325372364743,"Descance en paz, tiene mis respetos ese Profesor.",0,,,,,,,,,,,,,,38912,38912,0,53969,53969,0,2193,1537,1996,26,26,29832,21320,0,0,1331,0,0,0,0,0,0,0,0,0,0,177,733,29,192,767,36,825,806,,,1128,868,,,13,13,,13,13,
,,,158035072493773_166095411687739,"Uno de los mejores maestros que he conocido, le dio clases a mi mamá y ella siempre recordaba a esta gran persona. Gracias señor por todo! ",1,,,,,,,,,,,,,1.09E+14,8703,8703,0,12670,12670,0,243,142,172,10,10,9938,6682,0,0,212,0,0,0,0,0,0,0,0,0,0,26,115,,26,117,,46,104,,,55,117,,,2,8,,2,8,
109037004060247_156979312599349,"Nuestra Institución lamenta profundamente la pérdida del Mtro Piedra. \n\nUn icono en la educación de miles de dolorenses, fue un gran compañero. \n\nDescansa en paz.",7,156979312599349_156980612599219,"Descanse en ,y lusca para el la luz perpetua así sea amén",0,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFUyT1Rnd05qRXlOVGs1TWpFNU9qRTFPVFF4TXpVNU56UT0ZD,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFU0TURVek5qZAzVNVFU0TlRjNE9qRTFPVFEwTXpjMU9UUT0ZD,,,,,,,,,,,,3714,3714,0,5377,5377,0,224,185,227,2,2,4175,2839,0,0,139,660,712,0,0,1659,1829,0,0,3892,8148,9,47,2,9,48,2,69,10,,126,84,13,,130,,2,,,2,
,,,156979312599349_156986175931996,Mí más sentido pésame para sus familias y amigos... QEPD 🙏,0,,,,,,,,,,,,,,9466,9466,0,13156,13156,0,242,171,202,4,4,10439,7744,0,0,212,0,0,0,0,0,0,0,0,0,0,19,81,2,20,85,4,64,118,,,76,126,,,2,2,,2,2,
,,,156979312599349_157001285930485,Que descanse en Paz,0,,,,,,,,,,,,,,15525,15525,0,21121,21121,0,668,440,519,11,11,17032,12610,0,0,561,0,0,0,0,0,0,0,0,0,0,39,296,10,39,300,10,236,234,,,277,242,,,9,2,,9,2,
,,,156979312599349_157013375929276,"Descanse en paz, 🙏",0,,,,,,,,,,,,,,6042,6042,0,8027,8027,0,140,90,109,1,1,7027,5286,0,0,105,0,0,0,0,0,0,0,0,0,0,5,57,2,6,57,2,50,11,35,,59,11,39,,1,,,1,,
,,,156979312599349_157024955928118,"Fue mi maestro, mi más sentido pésame. \n Descanse en paz.",0,,,,,,,,,,,,,,13403,13403,0,18140,18140,0,526,412,518,8,8,14262,10650,0,0,417,0,0,0,0,0,0,0,0,0,0,21,141,2,26,141,2,197,273,,,236,282,,,1,7,,1,7,
,,,156979312599349_157026019261345,Descanse en paz profe ,0,,,,,,,,,,,,,,12909,12909,0,18241,18241,0,320,197,253,5,5,14250,10071,0,0,269,0,0,0,0,0,0,0,0,0,0,42,146,2,44,146,2,109,103,,,149,104,,,1,4,,1,4,
,,,156979312599349_157032919260655,Descanse en paz ,0,,,,,,,,,,,,,,12751,12751,0,18190,18190,0,307,196,232,10,10,13863,10073,0,0,260,0,0,0,0,0,0,0,0,0,0,32,133,,35,134,,104,97,,,129,103,,,6,4,,6,4,
,,,156979312599349_157079665922647,Una gran pérdida!! Descanse en paz!!,0,,,,,,,,,,,,,,14499,14499,0,19264,19264,0,596,451,609,10,10,14977,11324,0,0,490,0,0,0,0,0,0,0,0,0,0,43,197,6,47,207,6,326,147,,,457,152,,,4,6,,4,6,
,,,156979312599349_157254059238541,Mi más sentido pésame 🙏🙏🙏,0,,,,,,,,,,,,,,10021,10021,0,13578,13578,0,301,202,250,6,6,10083,7401,0,0,246,0,0,0,0,0,0,0,0,0,0,32,130,2,33,130,2,132,85,,,162,88,,,1,5,,1,5,
,,,156979312599349_157419719221975,"Dentro de mi preparación como abogado tuve alrededor de 50 profesores y este gran hombre lo cuento entre mis tres mejores maestros que me enseñaron, afortunadamente en febrero de este año llegando de mi ciudad de residencia (Tijuana) lo visité en su oficina y le hice saber que estaba muy agradecido por sus enseñanzas, descanse en paz querido maestro.",0,,,,,,,,,,,,,,11263,11263,0,15091,15091,0,273,180,207,9,9,12226,9333,0,0,232,0,0,0,0,0,0,0,0,0,0,23,101,1,24,106,1,125,61,,,143,64,,,4,5,,4,5,
,,,156979312599349_158027639161183,Que descance en paz,0,,,,,,,,,,,,,,6320,6320,0,8545,8545,0,215,136,178,1,1,6509,4924,0,0,174,0,0,0,0,0,0,0,0,0,0,19,93,1,24,95,1,51,69,34,,59,77,42,,,1,,,1,
